X.periodo,escuela,cve.municipio,municipio,programa,programa.desglose,clave.carr,carrera,nuevo.ingreso,egresados,titulados,clasificacion,region,matricula
p2015-2016,INSTITUTO TECNOLÓGICO DE CIUDAD GUZMÁN,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,551600001,INGENIERÍA AMBIENTAL,48,17,3,OTRO,sur,225
p2015-2016,INSTITUTO TECNOLÓGICO DE CIUDAD GUZMÁN,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,553100004,ARQUITECTURA,0,31,27,OTRO,sur,12
p2015-2016,INSTITUTO TECNOLÓGICO DE CIUDAD GUZMÁN,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,553100004,ARQUITECTURA,134,15,2,OTRO,sur,574
p2015-2016,ESCUELA NORMAL PARA EDUCADORAS DE ARANDAS,8,ARANDAS,LICENCIATURA,LIC. FORM. DOCEN,512100001,LICENCIATURA EN EDUCACIÓN PREESCOLAR,20,17,17,OTRO,altos.sur,75
p2015-2016,ESCUELA NORMAL PARA EDUCADORAS DE ARANDAS,8,ARANDAS,LICENCIATURA,LIC. FORM. DOCEN,512200012,LICENCIATURA EN EDUCACIÓN PRIMARIA,25,22,22,OTRO,altos.sur,97
p2015-2016,ESCUELA SUPERIOR DE EDUCACIÓN FÍSICA DE JALISCO,39,GUADALAJARA,LICENCIATURA,LIC. FORM. DOCEN,512600014,LICENCIATURA EN EDUCACIÓN FÍSICA,35,18,18,OTRO,centro,129
p2015-2016,ACADEMIA DE POLICÍA Y VIALIDAD DEL ESTADO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,584100005,LICENCIATURA EN SEGURIDAD PÚBLICA CON TERMINAL EN SEGURIDAD PREVENTIVA SISTEMAS PENITENCIARIOS Y PRO,50,44,0,OTRO,centro,170
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,511200009,LICENCIATURA EN DESARROLLO EDUCATIVO INSTITUCIONAL,0,0,10,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,521300057,LICENCIATURA EN DISEÑO GRÁFICO,0,5,5,OTRO,centro,8
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,531100014,LICENCIATURA EN PSICOLOGÍA,0,0,9,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,0,0,5,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533100045,LICENCIATURA EN COMERCIO INTERNACIONAL,0,0,7,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,0,0,6,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533400053,LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS,0,0,7,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,10,0,9,OTRO,centro,19
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,551100050,INGENIERÍA INDUSTRIAL Y EN SISTEMAS ORGANIZACIONALES,0,0,1,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,551300185,LICENCIATURA EN INGENIERÍA EN CIBERNÉTICA Y EN SISTEMAS COMPUTACIONALES,0,6,1,OTRO,centro,0
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,553100010,LICENCIATURA EN ARQUITECTURA,0,15,2,OTRO,centro,6
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,571500011,LICENCIATURA EN NUTRICIÓN,16,2,0,OTRO,centro,41
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,522100002,LICENCIATURA EN CIENCIAS RELIGIOSAS,0,26,10,OTRO,centro,20
p2015-2016,UNIVERSIDAD MARISTA DE GUADALAJARA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,522100004,LICENCIATURA EN FORMACIÓN CATEQUÉTICA,0,9,10,OTRO,centro,40
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,533000002,INGENIERÍA EN ADMINISTRACIÓN,46,12,0,OTRO,centro,171
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,0,0,13,OTRO,centro,0
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,533400003,CONTADOR PÚBLICO,37,0,0,OTRO,centro,137
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,544100016,INGENIERÍA EN INFORMÁTICA,20,11,0,OTRO,centro,77
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,544100053,LICENCIATURA EN INFORMÁTICA,0,0,8,OTRO,centro,0
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,551000051,LICENCIATURA EN INGENIERÍA INDUSTRIAL,0,0,13,OTRO,centro,0
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,551100030,INGENIERÍA INDUSTRIAL,64,16,0,OTRO,centro,224
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE ZAPOTLANEJO,124,ZAPOTLANEJO,LICENCIATURA,LICENCIATURA,561100085,INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,31,2,0,OTRO,centro,91
p2015-2016,INSTITUTO ENRIQUE REBSAMEN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,96,146,54,OTRO,centro,458
p2015-2016,INSTITUTO ENRIQUE REBSAMEN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533502130,LICENCIATURA EN RECURSOS HUMANOS,55,59,0,OTRO,centro,116
p2015-2016,INSTITUTO ENRIQUE REBSAMEN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,30,0,0,OTRO,centro,66
p2015-2016,INSTITUTO ENRIQUE REBSAMEN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,97,53,0,OTRO,centro,289
p2015-2016,INSTITUTO ENRIQUE REBSAMEN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,534200007,LICENCIATURA EN CRIMINOLOGÍA,98,0,0,OTRO,centro,293
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100018,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE ATLETISMO,0,4,0,OTRO,centro,25
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100019,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE BÁDMINTON,0,3,0,OTRO,centro,0
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100020,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE BALONCESTO,0,0,0,OTRO,centro,8
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100023,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE BOXEO,0,1,0,OTRO,centro,6
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100024,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE CICLISMO,0,3,0,OTRO,centro,0
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100025,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE DEPORTE ADAPTADO,0,4,0,OTRO,centro,21
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100028,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE GIMNASIA,0,0,0,OTRO,centro,7
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100033,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE LEVANTAMIENTO DE PESAS,0,0,0,OTRO,centro,6
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100034,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE LUCHA OLÍMPICA,0,0,0,OTRO,centro,2
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100035,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE NATACIÓN,0,6,0,OTRO,centro,8
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100036,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE POLO ACUÁTICO,0,0,0,OTRO,centro,3
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100037,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE TAE KWON DO,0,0,0,OTRO,centro,2
p2015-2016,ESCUELA SUPERIOR DE DEPORTES,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,581100040,LICENCIATURA EN DEPORTES EN LA DISCIPLINA DE VOLEIBOL,0,6,0,OTRO,centro,11
p2015-2016,TECPATL CENTRO DE ESTUDIOS SUPERIORES,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,521300057,LICENCIATURA EN DISEÑO GRÁFICO,2,4,0,OTRO,altos.sur,7
p2015-2016,TECPATL CENTRO DE ESTUDIOS SUPERIORES,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,521400048,LICENCIATURA EN DISEÑO INTERIOR,3,3,0,OTRO,altos.sur,8
p2015-2016,TECPATL CENTRO DE ESTUDIOS SUPERIORES,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,551100093,LICENCIATURA EN DISEÑO INDUSTRIAL,0,0,0,OTRO,altos.sur,3
p2015-2016,TECPATL CENTRO DE ESTUDIOS SUPERIORES,93,TEPATITLAN DE MORELOS,LICENCIATURA,LICENCIATURA,553100010,LICENCIATURA EN ARQUITECTURA,8,2,0,OTRO,altos.sur,36
p2015-2016,EDUCACIÓN INTEGRAL DE SAN MIGUEL EL ALTO,78,SAN MIGUEL EL ALTO,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,0,1,0,OTRO,altos.sur,8
p2015-2016,EDUCACIÓN INTEGRAL DE SAN MIGUEL EL ALTO,78,SAN MIGUEL EL ALTO,LICENCIATURA,LICENCIATURA,551100112,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,0,0,0,OTRO,altos.sur,6
p2015-2016,CTRO UNIVERSITARIO GUADALAJARA LAMAR,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,532100002,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,29,10,0,OTRO,centro,159
p2015-2016,UNIDAD TECNOLÓGICA DE ESTETO COSMÉTICA Y BELLEZA,39,GUADALAJARA,TSU,TSU,481300002,PROFESIONAL ASOCIADO EN ESTETO COSMETOLOGÍA,17,2,0,OTRO,centro,25
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,0,73,24,OTRO,centro,0
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,0,43,11,OTRO,centro,28
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,26,0,0,OTRO,centro,139
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,0,11,1,OTRO,centro,37
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,0,0,0,OTRO,centro,38
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,0,125,3,OTRO,centro,42
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,95,0,0,OTRO,centro,391
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,571500011,LICENCIATURA EN NUTRICIÓN,0,0,0,OTRO,centro,9
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,66,PONCITLAN,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,0,33,23,OTRO,cienega,28
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,66,PONCITLAN,LICENCIATURA,LICENCIATURA,511100055,LICENCIATURA EN PEDAGOGÍA,35,0,0,OTRO,cienega,61
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,66,PONCITLAN,LICENCIATURA,LICENCIATURA,533502023,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,0,14,4,OTRO,cienega,0
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,66,PONCITLAN,LICENCIATURA,LICENCIATURA,533502023,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,17,0,0,OTRO,cienega,38
p2015-2016,UNIVERSIDAD DE LA CIÉNEGA,66,PONCITLAN,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,0,0,1,OTRO,cienega,0
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,521300087,"LICENCIATURA EN DISEÑO, ANIMACIÓN Y WEB",0,29,0,OTRO,centro,64
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,521300131,LICENCIATURA EN DISEÑO ANIMACIÓN Y WEB,0,29,0,OTRO,centro,0
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,5,4,0,OTRO,centro,19
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533100091,LICENCIATURA EN NEGOCIOS INTERNACIONALES,9,2,0,OTRO,centro,18
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,0,4,0,OTRO,centro,8
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,551300201,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,0,26,7,OTRO,centro,0
p2015-2016,CENTRO SUPERIOR EN TECNOLOGÍAS DE INFORMACIÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,551300201,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,0,25,0,OTRO,centro,59
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533502023,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,41,60,23,OTRO,centro,363
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,246,327,0,OTRO,centro,"1,337"
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,61,55,0,OTRO,centro,306
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,38,0,0,OTRO,centro,38
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,544100076,LICENCIATURA EN INGENIERÍA DE SOFTWARE,51,33,0,OTRO,centro,161
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,521300078,LICENCIATURA EN DISEÑO PARA LA COMUNICACIÓN GRÁFICA,27,52,10,OTRO,centro,236
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,532100002,LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN,130,52,77,OTRO,centro,614
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533100091,LICENCIATURA EN NEGOCIOS INTERNACIONALES,34,29,59,OTRO,centro,173
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,23,13,28,OTRO,centro,87
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533400037,LICENCIATURA EN CONTADURÍA PÚBLICA,84,54,61,OTRO,centro,355
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533507321,LICENCIATURA EN TURISMO,30,17,31,OTRO,centro,131
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533508355,LICENCIATURA EN GASTRONOMÍA,0,10,0,OTRO,centro,81
p2015-2016,CENTRO UNIVERSITARIO ENRIQUE DÍAZ DE LEÓN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,553100010,LICENCIATURA EN ARQUITECTURA,58,62,52,OTRO,centro,355
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,39,80,63,OTRO,centro,251
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533400007,CONTADURÍA PÚBLICA,43,84,48,OTRO,centro,185
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,9,48,12,OTRO,centro,149
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,531100014,LICENCIATURA EN PSICOLOGÍA,22,16,4,OTRO,centro,65
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,5,0,3,OTRO,centro,26
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533100091,LICENCIATURA EN NEGOCIOS INTERNACIONALES,4,0,1,OTRO,centro,32
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,3,0,0,OTRO,centro,26
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,551300022,INGENIERÍA EN COMPUTACIÓN,19,24,3,OTRO,centro,101
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,553100010,LICENCIATURA EN ARQUITECTURA,28,21,1,OTRO,centro,107
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533100091,LICENCIATURA EN NEGOCIOS INTERNACIONALES,26,96,28,OTRO,centro,197
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,533200028,LICENCIATURA EN MERCADOTECNIA,12,50,34,OTRO,centro,94
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,54,72,31,OTRO,centro,237
p2015-2016,CENTRO UNIVERSITARIO UNE,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,533400037,LICENCIATURA EN CONTADURÍA PÚBLICA,0,5,0,OTRO,sierra.occidental,0
p2015-2016,CENTRO UNIVERSITARIO UNE,67,PUERTO VALLARTA,LICENCIATURA,LICENCIATURA,534100012,LICENCIATURA EN DERECHO,0,6,0,OTRO,sierra.occidental,6
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,533507321,LICENCIATURA EN TURISMO,20,33,15,OTRO,centro,48
p2015-2016,CENTRO UNIVERSITARIO UNE,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,571200006,LICENCIATURA EN ENFERMERÍA,47,41,0,OTRO,centro,231
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,531100014,LICENCIATURA EN PSICOLOGÍA,16,71,37,OTRO,centro,167
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,571200006,LICENCIATURA EN ENFERMERÍA,58,48,32,OTRO,centro,319
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,571300001,CIRUJANO DENTISTA,110,90,30,OTRO,centro,582
p2015-2016,CENTRO UNIVERSITARIO UNE,120,ZAPOPAN,LICENCIATURA,LICENCIATURA,571500011,LICENCIATURA EN NUTRICIÓN,18,50,25,OTRO,centro,123
p2015-2016,INSTITUTO DE ESTUDIOS SUPERIORES DE HOMEOPATÍA,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,571117002,LICENCIATURA EN HOMEOPATÍA,49,60,6,OTRO,centro,176
p2015-2016,CENTRO SUPERIOR DE ESTUDIOS HOMEOPÁTICOS,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,571117002,LICENCIATURA EN HOMEOPATÍA,36,38,0,OTRO,centro,249
p2015-2016,INSTITUTO DE ESTUDIOS SUPERIORES SAMUEL HAHNEMANN,23,ZAPOTLAN EL GRANDE,LICENCIATURA,LICENCIATURA,571117002,LICENCIATURA EN HOMEOPATÍA,17,20,0,OTRO,sur,90
p2015-2016,HOMEOPATAS HAHNEMANN,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,571117002,LICENCIATURA EN HOMEOPATÍA,14,7,10,OTRO,centro,39
p2015-2016,CENTRO INTEGRAL DE MODA Y ESTILO,39,GUADALAJARA,LICENCIATURA,LICENCIATURA,521400029,LICENCIATURA EN DISEÑO DE MODA Y CALZADO,13,26,0,OTRO,centro,66
p2015-2016,CENTRO INTEGRAL DE MODA Y ESTILO,39,GUADALAJARA,TSU,TSU,421400008,TÉCNICO SUPERIOR UNIVERSITARIO EN DISEÑO DE MODAS,0,0,0,OTRO,centro,2
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE TAMAZULA,85,TAMAZULA DE GORDIANO,LICENCIATURA,LICENCIATURA,533000002,INGENIERÍA EN ADMINISTRACIÓN,75,0,0,TECMM,sur,276
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE TAMAZULA,85,TAMAZULA DE GORDIANO,LICENCIATURA,LICENCIATURA,551200021,INGENIERÍA EN ELECTROMECÁNICA,59,23,9,TECMM,sur,199
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE TAMAZULA,85,TAMAZULA DE GORDIANO,LICENCIATURA,LICENCIATURA,552100019,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,20,16,7,TECMM,sur,87
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE TAMAZULA,85,TAMAZULA DE GORDIANO,LICENCIATURA,LICENCIATURA,561100085,INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,160,20,8,TECMM,sur,398
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE LA HUERTA,43,LA HUERTA,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,0,1,1,TECMM,costa.sur,0
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE LA HUERTA,43,LA HUERTA,LICENCIATURA,LICENCIATURA,533000003,LICENCIATURA EN ADMINISTRACIÓN,77,24,24,TECMM,costa.sur,355
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE LA HUERTA,43,LA HUERTA,LICENCIATURA,LICENCIATURA,533502015,INGENIERÍA EN GESTIÓN EMPRESARIAL,36,20,20,TECMM,costa.sur,165
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE LA HUERTA,43,LA HUERTA,LICENCIATURA,LICENCIATURA,551300078,INGENIERÍA EN SISTEMAS COMPUTACIONALES,0,4,4,TECMM,costa.sur,0
p2015-2016,INSTITUTO TECNOLÓGICO SUPERIOR DE LA HUERTA,43,LA HUERTA,LICENCIATURA,LICENCIATURA,551300078,INGENIERÍA EN SISTEMAS COMPUTACIONALES,15,8,8,TECMM,costa.sur,77
